Customer ID,Customer Name,Recency,Frequency,Monetary,R_log,F_log,M_log,Cluster,Segment
TG-21310,Toby Gnade,338,5,3058.37,5.82600010738045,1.791759469228055,8.025964291396804,1,At-Risk
TG-21640,Trudy Glocke,115,4,2074.66,4.7535901911063645,1.6094379124341003,7.638034454379689,1,At-Risk
TH-21100,Thea Hendricks,345,5,2422.82,5.846438775057725,1.791759469228055,7.793100087006243,1,At-Risk
TH-21115,Thea Hudgings,59,4,2942.77,4.0943445622221,1.6094379124341003,7.98744635179685,1,At-Risk
TH-21235,Tiffany House,118,8,1022.2,4.77912349311153,2.1972245773362196,6.930690250264633,1,At-Risk
TH-21550,Tracy Hopkins,73,7,4234.1,4.30406509320417,2.0794415416798357,8.351162219558264,2,Hibernating
TM-21010,Tamara Manning,104,8,2955.23,4.653960350157523,2.1972245773362196,7.991670086889663,2,Hibernating
TM-21490,Tony Molinari,131,3,1094.68,4.882801922586371,1.3862943611198906,6.999130454073268,1,At-Risk
TN-21040,Tanja Norvell,91,7,3130.22,4.5217885770490405,2.0794415416798357,8.049177983948955,2,Hibernating
TP-21130,Theone Pippenger,9,9,4454.06,2.302585092994046,2.302585092994046,8.401795807827686,0,Champions
TP-21415,Tom Prescott,105,5,5329.0,4.663439094112067,1.791759469228055,8.58110651715989,2,Hibernating
TP-21565,Tracy Poddar,351,4,1936.64,5.863631175598097,1.6094379124341003,7.56922601668153,1,At-Risk
TR-21325,Toby Ritter,194,5,675.94,5.272999558563747,1.791759469228055,6.5175826426922665,1,At-Risk
TS-21085,Thais Sissman,358,2,4.83,5.883322388488279,1.0986122886681098,1.763017000362401,3,Loyal
TS-21160,Theresa Swint,505,6,2163.62,6.226536669287466,1.9459101490553132,7.680000105400732,1,At-Risk
TS-21205,Thomas Seio,199,7,5371.09,5.298317366548036,2.0794415416798357,8.588972311039647,2,Hibernating
TS-21340,Toby Swindell,227,5,974.78,5.429345628954441,1.791759469228055,6.883237151168411,1,At-Risk
TS-21370,Todd Sumrall,37,6,11891.75,3.6375861597263857,1.9459101490553132,9.383684249737787,2,Hibernating
TS-21430,Tom Stivers,173,5,2054.14,5.159055299214529,1.791759469228055,7.62809925113051,1,At-Risk
TS-21505,Tony Sayre,12,6,2243.27,2.5649493574615367,1.9459101490553132,7.716135580260229,0,Champions
TS-21610,Troy Staebel,56,7,2820.42,4.04305126783455,2.0794415416798357,7.944995583294657,2,Hibernating
TS-21655,Trudy Schmidt,239,5,3368.09,5.480638923341991,1.791759469228055,8.122397957208241,1,At-Risk
TT-21070,Ted Trevino,32,7,4915.6,3.4965075614664802,2.0794415416798357,8.500372513685894,2,Hibernating
TT-21220,Thomas Thornton,184,8,1427.04,5.220355825078324,2.1972245773362196,7.264058153711705,1,At-Risk
TT-21265,Tim Taslimi,407,3,439.5,6.0112671744041615,1.3862943611198906,6.0879104453762345,3,Loyal
TT-21460,Tonja Turnell,13,7,5364.81,2.6390573296152584,2.0794415416798357,8.587802622233454,0,Champions
TW-21025,Tamara Willingham,65,7,5278.83,4.189654742026425,2.0794415416798357,8.571649179212276,2,Hibernating
TZ-21580,Tracy Zic,36,4,1707.29,3.6109179126442243,1.6094379124341003,7.443248149163122,1,At-Risk
VB-21745,Victoria Brennan,55,6,2005.6,4.02535169073515,1.9459101490553132,7.604197026491512,0,Champions
VD-21670,Valerie Dominguez,582,6,6442.25,6.368187186350492,1.9459101490553132,8.770788350186276,1,At-Risk
VF-21715,Vicky Freymann,14,5,847.94,2.70805020110221,1.791759469228055,6.743988512435916,0,Champions
VG-21790,Vivek Gonzalez,155,6,846.01,5.049856007249537,1.9459101490553132,6.741712500957802,1,At-Risk
VG-21805,Vivek Grady,287,5,427.37,5.662960480135946,1.791759469228055,6.059987308110314,1,At-Risk
VM-21685,Valerie Mitchum,55,7,2454.87,4.02535169073515,2.0794415416798357,7.806236356270015,2,Hibernating
VM-21835,Vivian Mathis,118,5,380.69,4.77912349311153,1.791759469228055,5.944608760822719,1,At-Risk
VP-21730,Victor Preis,31,3,993.9,3.4657359027997265,1.3862943611198906,6.902642229595314,1,At-Risk
VP-21760,Victoria Pisteka,76,7,3360.53,4.343805421853684,2.0794415416798357,8.120151506456505,2,Hibernating
VS-21820,Vivek Sundaresam,222,4,1055.98,5.407171771460119,1.6094379124341003,6.9631710642153495,1,At-Risk
VT-21700,Valerie Takahito,1001,2,1736.6,6.90975328164481,1.0986122886681098,7.460260129739616,1,At-Risk
VW-21775,Victoria Wilson,29,10,6134.04,3.4011973816621555,2.3978952727983707,8.721771877091157,2,Hibernating
WB-21850,William Brown,21,11,6160.1,3.091042453358316,2.4849066497880004,8.726010612014157,2,Hibernating
XP-21865,Xylona Preis,44,11,2374.66,3.8066624897703196,2.4849066497880004,7.7730305725999935,2,Hibernating
YC-21895,Yoseph Carroll,5,5,5454.35,1.791759469228055,1.791759469228055,8.604352057528812,0,Champions
YS-21880,Yana Sorensen,10,8,6720.44,2.3978952727983707,2.1972245773362196,8.813057696275576,0,Champions
ZC-21910,Zuschuss Carroll,55,13,8025.71,4.02535169073515,2.6390573296152584,8.990530009411172,2,Hibernating
ZD-21925,Zuschuss Donatelli,203,5,1493.94,5.318119993844216,1.791759469228055,7.309841351240141,1,At-Risk
